filename,rel_path,abs_path,size_bytes,best_title,best_author,title_source,meta_title,meta_author,page1_title_guess,filename_title,filename_author,page1_text_preview,meta_error,page_error
"Alex Tabarrok - Impuestos a la Herencia, Teoría, Historia y Ética.pdf","   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Alex Tabarrok - Impuestos a la Herencia, Teoría, Historia y Ética.pdf","D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Alex Tabarrok - Impuestos a la Herencia, Teoría, Historia y Ética.pdf",78858,Impuestos mortales:,Juan C. Cachanosky,meta,Impuestos mortales:,Juan C. Cachanosky,"IMPUESTOS A LA HERENCIA: TEORÍA, HISTORIA Y ÉTICA*","Impuestos a la Herencia, Teoría, Historia y Ética",Alex Tabarrok,"IMPUESTOS A LA HERENCIA: TEORÍA, HISTORIA Y ÉTICA*  | Alex Tabarrok  |   | Una breve historia del Estado y del Impuesto a la Herencia en América.(1)  | La primera experiencia americana con el impuesto a la herencia ayudo a detonar la Revo- | lución Americana. En 1765 el Parlamento Británico aplicó un impuesto",,
Bruce Benson - Las Instituciones y la Evolución Espontánea de la Moralidad.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Bruce Benson - Las Instituciones y la Evolución Espontánea de la Moralidad.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Bruce Benson - Las Instituciones y la Evolución Espontánea de la Moralidad.pdf,126304,Las instituciones,Galilei,meta,Las instituciones,Galilei,LAS INSTITUCIONES Y LA EVOLUCIÓN ESPONTÁNEA DE LA MORALIDAD*,Las Instituciones y la Evolución Espontánea de la Moralidad,Bruce Benson,"LAS INSTITUCIONES Y LA EVOLUCIÓN ESPONTÁNEA  | DE LA MORALIDAD*  |   | Bruce L. Benson  |   | El concepto de moralidad es multidimensional. Probablemente incluye la inclinación a  | observar un proceder ético, en el sentido de respetar a los otros y a sus derechos, cumplir  | las promesas, etcétera. También desig",,
Hoppe - La ética del emprendimiento y el lucro.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Hoppe - La ética del emprendimiento y el lucro.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Hoppe - La ética del emprendimiento y el lucro.pdf,150625,Published on Mises Institute (https://mises.org),Hoppe,page1,,,Published on Mises Institute (https://mises.org),La ética del emprendimiento y el lucro,Hoppe,"Published on Mises Institute (https://mises.org) | La ética del emprendimiento y el lucro | Language Spanish | Mises.org Publish Date:  | September 13, 2014 - 12:00 AM | Author 1:  | Hans-Hermann Hoppe [1]",,
Kirzner - Ciencia y Moralidad del Capitalismo.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Kirzner - Ciencia y Moralidad del Capitalismo.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Kirzner - Ciencia y Moralidad del Capitalismo.pdf,69153,"Año: 38, Marzo 1996 No. 815",End User,page1,Microsoft Word - Israel M. Kirzner CIENCIA ECONOMICA Y LA MORALIDAD DEL CAPITALISMO MITO Y REALIDAD.doc,End User,"Año: 38, Marzo 1996 No. 815",Ciencia y Moralidad del Capitalismo,Kirzner,"Año: 38, Marzo 1996 No. 815 | N.D. El Dr. Israel Kirzner nació en 1930 en Londres, Inglaterra. Es profesor de economía en la | universidad de New York. Entre sus publicaciones sobre teoría económica destacan: The | Economic Point Of View (1960), Competition and Entrepreneurship (1973) y Discovery, Capital",,
Rothbard - El problema de las elecciones inmorales en el mercado.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Rothbard - El problema de las elecciones inmorales en el mercado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Rothbard - El problema de las elecciones inmorales en el mercado.pdf,128711,Published on Mises Institute (https://mises.org),Rothbard,page1,,,Published on Mises Institute (https://mises.org),El problema de las elecciones inmorales en el mercado,Rothbard,"Published on Mises Institute (https://mises.org) | El problema de las elecciones inmorales | en el mercado | August 16, 2019 - 10:45 AMMurray N. Rothbard [1] | Topics:  | Bureaucracy and Regulation [2] | [Extracto de Hombre, economia y Estado con Poder y mercado, | capítulo 6: Ética antimercado: una crítica praxe",,
Sobre la justificación última de la ética de la Propieda - Hoppe.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Sobre la justificación última de la ética de la Propieda - Hoppe.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Mercado\Sobre la justificación última de la ética de la Propieda - Hoppe.pdf,1932731,Sobre la justificación definitiva,George,page1,,George,Sobre la justificación definitiva,Sobre la justificación última de la ética de la Propieda - Hoppe,,"13  | Sobre la justificación definitiva | de la ética de la propiedad | privada | Ludwig von Mises, en su obra maestra Human Action, | presenta y explica el corpus entero de la teoría económica | según éste se encuentra implícito y es deducible del | entendimiento conceptual del significado de acción (además | de c",,
Capital erótico El poder de fascinar a .pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Sexo\Capital erótico El poder de fascinar a .pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Sexo\Capital erótico El poder de fascinar a .pdf,2390988,Capital erótico: El poder de fascinar a los demás,Catherine Hakim,meta,Capital erótico: El poder de fascinar a los demás,Catherine Hakim,,Capital erótico El poder de fascinar a,,,,
Singer - Liberación Animal.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Singer - Liberación Animal.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Singer - Liberación Animal.pdf,4242266,"(Microsoft Word - Singer, Peter - Liberaci\363n animal.doc)",Nael,meta,"(Microsoft Word - Singer, Peter - Liberaci\363n animal.doc)",Nael,,Liberación Animal,Singer,,,
The Economics of the Baby Shortage.pdf,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Venta de niños\The Economics of the Baby Shortage.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\Temas Éticos Varios\Venta de niños\The Economics of the Baby Shortage.pdf,2526745,The Economics of the Baby Shortage,,meta,The Economics of the Baby Shortage,,The University of Chicago,The Economics of the Baby Shortage,,"The University of Chicago | The University of Chicago Law School | The Economics of the Baby Shortage | Author(s): Elisabeth M. Landes and Richard A. Posner | Reviewed work(s): | Source: The Journal of Legal Studies, Vol. 7, No. 2 (Jun., 1978), pp. 323-348 | Published by: The University of Chicago Press for The",,
  Statism and the Economy (Jesús Huerta de Soto).pdf,   👀 TEMAS\   🏛️ ESTATISMO\  Statism and the Economy (Jesús Huerta de Soto).pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\  Statism and the Economy (Jesús Huerta de Soto).pdf,5797531,Statism and the Economy: The Deadliest Virus,"Huerta de Soto, Jesús",meta,Statism and the Economy: The Deadliest Virus,"Huerta de Soto, Jesús",STATISM AND THE ECONOMY THE DEADLIEST VIRUS,Statism and the Economy,Jesús Huerta de Soto,STATISM AND THE ECONOMY | THE DEADLIEST VIRUS | Jesús Huerta de Soto,,
  The Tyranny of Gun Control.pdf,   👀 TEMAS\   🏛️ ESTATISMO\  The Tyranny of Gun Control.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\  The Tyranny of Gun Control.pdf,1550857,The Tyranny of Gun Control,,meta,The Tyranny of Gun Control,,,The Tyranny of Gun Control,,,,
 Briceño - Globalismo.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Briceño - Globalismo.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Briceño - Globalismo.pdf,550831,Globalismo,Briceño,filename,,,,Globalismo,Briceño,,,
 DiLorenzo - Crimen Organizado.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ DiLorenzo - Crimen Organizado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ DiLorenzo - Crimen Organizado.pdf,3392117,CRIMEN ORGANIZADO,Jaime Fuentes,page1,,Jaime Fuentes,CRIMEN ORGANIZADO,Crimen Organizado,DiLorenzo,CRIMEN ORGANIZADO  | El Estado: la verdad sin maquillaje.  |   |   |   |   |   |   |   | Thomas J. DiLorenzo,,
 El Autoestrangulamiento del Estado - Marcos G. D.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ El Autoestrangulamiento del Estado - Marcos G. D.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ El Autoestrangulamiento del Estado - Marcos G. D.pdf,1920552,"El AUTOESTRANGULAMIENTO del estado de bienestar : Análisis, metodologías y alternativas tecnológicas a un modelo hipergestionado por la industria política (Spanish Edition)",Marcos G. D.,meta,"El AUTOESTRANGULAMIENTO del estado de bienestar : Análisis, metodologías y alternativas tecnológicas a un modelo hipergestionado por la industria política (Spanish Edition)",Marcos G. D.,,Marcos G. D,El Autoestrangulamiento del Estado,,,
 Hoppe - Economía del Gobierno Mundial.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Hoppe - Economía del Gobierno Mundial.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Hoppe - Economía del Gobierno Mundial.pdf,626041,Economía del Gobierno Mundial,Hoppe,filename,,,,Economía del Gobierno Mundial,Hoppe,,,
 Hoppe - Imposibilidad del Gobierno Limitado.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Hoppe - Imposibilidad del Gobierno Limitado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Hoppe - Imposibilidad del Gobierno Limitado.pdf,776742,Imposibilidad del Gobierno Limitado,Hoppe,filename,,,,Imposibilidad del Gobierno Limitado,Hoppe,,,
" Huerta - Socialismo, Calculo Económico y función Empresarial.pdf","   👀 TEMAS\   🏛️ ESTATISMO\ Huerta - Socialismo, Calculo Económico y función Empresarial.pdf","D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Huerta - Socialismo, Calculo Económico y función Empresarial.pdf",2936651,01-Prefacio_3a.pmd,JUAN,meta,01-Prefacio_3a.pmd,JUAN,,"Socialismo, Calculo Económico y función Empresarial",Huerta,,,
 J. Tucker - Milagros del sector privado y crímenes del sector público.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ J. Tucker - Milagros del sector privado y crímenes del sector público.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ J. Tucker - Milagros del sector privado y crímenes del sector público.pdf,1317431,It's a Jetsons World: Private Miracles and Public Crimes,Jeffrey Tucker,meta,It's a Jetsons World: Private Miracles and Public Crimes,Jeffrey Tucker,,Milagros del sector privado y crímenes del sector público,J. Tucker,,,
 Jay Nock - Nuestro Enemigo Estado.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Jay Nock - Nuestro Enemigo Estado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Jay Nock - Nuestro Enemigo Estado.pdf,470892,NUESTRO ENEMIGO EL ESTADO NUESTRO ENEMIGO EL ESTADO,George,page1,,George,NUESTRO ENEMIGO EL ESTADO NUESTRO ENEMIGO EL ESTADO,Nuestro Enemigo Estado,Jay Nock,NUESTRO ENEMIGO EL ESTADO | NUESTRO ENEMIGO EL ESTADO | Albert Jay Nock | Traductor : Jorge Antonio Soler | 1,,
 La Gran Ficción - Hoppe.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ La Gran Ficción - Hoppe.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ La Gran Ficción - Hoppe.pdf,2148214,"LA GRAN FICCIÓN: Propiedad, economía, sociedad y la política del declive",Hans Hermann-Hoppe,meta,"LA GRAN FICCIÓN: Propiedad, economía, sociedad y la política del declive",Hans Hermann-Hoppe,,Hoppe,La Gran Ficción,,,
 Mises - El Socialismo_ Análisis Económico y Sociologico.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Mises - El Socialismo_ Análisis Económico y Sociologico.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Mises - El Socialismo_ Análisis Económico y Sociologico.pdf,2696058,00bInd07,Mises,meta,00bInd07,,,El Socialismo_ Análisis Económico y Sociologico,Mises,,,
 Molinari - Guerra y Competencia entre Estados.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Molinari - Guerra y Competencia entre Estados.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Molinari - Guerra y Competencia entre Estados.pdf,511718,Guerra y Competencia entre Estados,Molinari,filename,,,,Guerra y Competencia entre Estados,Molinari,,,
" Ogstad - Hombre, Estado, y Libertad.pdf","   👀 TEMAS\   🏛️ ESTATISMO\ Ogstad - Hombre, Estado, y Libertad.pdf","D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Ogstad - Hombre, Estado, y Libertad.pdf",676204,"Hombre, Estado, y Libertad (Spanish Edition)",Brian J. Ogstad,meta,"Hombre, Estado, y Libertad (Spanish Edition)",Brian J. Ogstad,,"Hombre, Estado, y Libertad",Ogstad,,,
 Rockwell - Contra el Estado_ Un Manifiesto Anarcocapitalismo.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Rockwell - Contra el Estado_ Un Manifiesto Anarcocapitalismo.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Rockwell - Contra el Estado_ Un Manifiesto Anarcocapitalismo.pdf,1521732,Contra el Estado_ Un Manifiesto Anarcocapitalismo,Rockwell,filename,Microsoft Word - INTERIORES 2021.doc,,,Contra el Estado_ Un Manifiesto Anarcocapitalismo,Rockwell,,,
 Sandh - Caballo de Libertaria.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Sandh - Caballo de Libertaria.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Sandh - Caballo de Libertaria.pdf,497382,Caballo de Libertaria,Sandh,filename,,,,Caballo de Libertaria,Sandh,,,
" The CIA, Terrorism, and the Cold War The Evil of the National Security State (Jacob Hornberger).pdf","   👀 TEMAS\   🏛️ ESTATISMO\ The CIA, Terrorism, and the Cold War The Evil of the National Security State (Jacob Hornberger).pdf","D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ The CIA, Terrorism, and the Cold War The Evil of the National Security State (Jacob Hornberger).pdf",920974,"The CIA, Terrorism, and the Cold War",Jacob Hornberger,meta,"The CIA, Terrorism, and the Cold War",,,"The CIA, Terrorism, and the Cold War The Evil of the National Security State",Jacob Hornberger,,,
 The War on Drugs Is a War on Freedom (Laurence Vance).pdf,   👀 TEMAS\   🏛️ ESTATISMO\ The War on Drugs Is a War on Freedom (Laurence Vance).pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ The War on Drugs Is a War on Freedom (Laurence Vance).pdf,1184028,The War on Drugs Is a War on Freedom,Laurence Vance,filename,,,,The War on Drugs Is a War on Freedom,Laurence Vance,,,
 Caplan - El Mito del Votante Racional.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\ Caplan - El Mito del Votante Racional.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\ Caplan - El Mito del Votante Racional.pdf,3930647,El Mito del Votante Racional,Caplan,filename,,User,,El Mito del Votante Racional,Caplan,,,
Albert Otto Hirschman - Retóricas de la Intransigencia.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\Artículos\Albert Otto Hirschman - Retóricas de la Intransigencia.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\Artículos\Albert Otto Hirschman - Retóricas de la Intransigencia.pdf,294216,Revisia de Economía Aplicada,Albert Otto Hirschman,page1,,,Revisia de Economía Aplicada,Retóricas de la Intransigencia,Albert Otto Hirschman,"E  | E  | A  | Revisia de Economía Aplicada  | Número 1 (vol. I), 1993, prigs. 215 a 218  | Albert O. Hirschman  | Retóricas de la intransigencia  | México, Fondo de Cultura Económica, 1991  | ANTÓN COSTAS  | Universidad de Barcelona  | 1 ataque (neo) conservador al Estado del Bienestar que tuvo lugar en los años  | sete",,
Bovard - ¿Los mitos de la democracia condenarán la libertad_.pdf,   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\Artículos\Bovard - ¿Los mitos de la democracia condenarán la libertad_.pdf,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🗳️ Democracia\Artículos\Bovard - ¿Los mitos de la democracia condenarán la libertad_.pdf,105790,Published on Mises Institute (https://mises.org),Bovard,page1,,,Published on Mises Institute (https://mises.org),¿Los mitos de la democracia condenarán la libertad,Bovard,"Published on Mises Institute (https://mises.org) | ¿Los mitos de la democracia condenarán | la libertad? | October 26, 2020 - 1:12 PMJames Bovard [1] | La Corte Suprema declaró en 1943: «No hay misticismo en el | concepto estadounidenses de Estado o de la naturaleza o el origen | de su autoridad» En realidad, l",,
